Dokumen,Term,TF,IDF,TF-IDF
rendy1.txt,kuasa,1,2.0149030205422647,2.0149030205422647
rendy1.txt,main,2,2.70805020110221,5.41610040220442
rendy1.txt,shogi,1,2.70805020110221,2.70805020110221
rendy1.txt,go,1,2.70805020110221,2.70805020110221
rendy1.txt,andal,1,1.6094379124341003,1.6094379124341003
rendy1.txt,pemrosesan,1,2.70805020110221,2.70805020110221
rendy1.txt,bahasa,1,1.6094379124341003,1.6094379124341003
rendy1.txt,alami,1,0.9162907318741551,0.9162907318741551
rendy1.txt,nlp,1,2.0149030205422647,2.0149030205422647
rendy1.txt,selesai,1,2.0149030205422647,2.0149030205422647
rendy1.txt,tugas,3,0.9162907318741551,2.7488721956224653
rendy1.txt,chatgpt,1,2.0149030205422647,2.0149030205422647
rendy1.txt,openai,1,2.0149030205422647,2.0149030205422647
rendy1.txt,baru,1,1.0986122886681098,1.0986122886681098
rendy1.txt,fungsi,1,1.3217558399823195,1.3217558399823195
rendy1.txt,set,1,2.70805020110221,2.70805020110221
rendy1.txt,parameter,1,2.70805020110221,2.70805020110221
rendy1.txt,tentu,1,1.3217558399823195,1.3217558399823195
rendy1.txt,latih,2,2.0149030205422647,4.029806041084529
rendy1.txt,situs,1,2.70805020110221,2.70805020110221
rendy1.txt,web,1,2.0149030205422647,2.0149030205422647
rendy1.txt,artificial,1,1.3217558399823195,1.3217558399823195
rendy1.txt,general,1,2.0149030205422647,2.0149030205422647
rendy1.txt,agi,3,2.70805020110221,8.12415060330663
rendy1.txt,coba,1,1.0986122886681098,1.0986122886681098
rendy1.txt,tuju,2,0.9162907318741551,1.8325814637483102
rendy1.txt,teoritis,1,2.70805020110221,2.70805020110221
rendy1.txt,kontrol,1,1.6094379124341003,1.6094379124341003
rendy1.txt,wajar,1,2.70805020110221,2.70805020110221
rendy1.txt,terampil,1,2.0149030205422647,2.0149030205422647
rendy1.txt,atur,1,0.9162907318741551,0.9162907318741551
rendy1.txt,konteks,1,1.6094379124341003,1.6094379124341003
rendy2.txt,tata,24,1.0986122886681098,26.366694928034633
rendy2.txt,kelola,31,0.9162907318741551,28.405012688098807
rendy2.txt,data,71,0.6286086594223741,44.63121481898856
rendy2.txt,sehat,52,1.3217558399823195,68.73130367908061
rendy2.txt,era,4,1.0986122886681098,4.394449154672439
rendy2.txt,ai,8,0.9162907318741551,7.330325854993241
rendy2.txt,indonesia,15,0.7621400520468967,11.43210078070345
rendy2.txt,bangun,8,1.0986122886681098,8.788898309344878
rendy2.txt,layan,9,0.9162907318741551,8.246616586867397
rendy2.txt,integrasi,5,2.0149030205422647,10.074515102711324
rendy2.txt,terbit,2,1.6094379124341003,3.2188758248682006
rendy2.txt,september,2,2.70805020110221,5.41610040220442
rendy2.txt,am,1,2.70805020110221,2.70805020110221
rendy2.txt,wib,2,1.3217558399823195,2.643511679964639
rendy2.txt,baru,2,1.0986122886681098,2.1972245773362196
rendy2.txt,pm,1,2.0149030205422647,2.0149030205422647
rendy2.txt,prabowo,3,1.3217558399823195,3.9652675199469583
rendy2.txt,gibran,3,2.70805020110221,8.12415060330663
rendy2.txt,calon,1,2.70805020110221,2.70805020110221
rendy2.txt,presiden,2,1.0986122886681098,2.1972245773362196
rendy2.txt,wakil,1,2.70805020110221,2.70805020110221
rendy2.txt,mantik,1,2.70805020110221,2.70805020110221
rendy2.txt,kontroversi,1,2.70805020110221,2.70805020110221
rendy2.txt,oktober,1,2.70805020110221,2.70805020110221
rendy2.txt,awal,1,2.70805020110221,2.70805020110221
rendy2.txt,perintah,9,0.6286086594223741,5.657477934801367
rendy2.txt,edisi,2,2.0149030205422647,4.029806041084529
rendy2.txt,khusus,1,1.0986122886681098,1.0986122886681098
rendy2.txt,pantauprabowo,1,2.70805020110221,2.70805020110221
rendy2.txt,muat,1,2.70805020110221,2.70805020110221
rendy2.txt,isu,3,2.0149030205422647,6.0447090616267936
rendy2.txt,hasil,3,0.6286086594223741,1.8858259782671223
rendy2.txt,meta,1,2.0149030205422647,2.0149030205422647
rendy2.txt,tcid,1,2.70805020110221,2.70805020110221
rendy2.txt,author,1,2.70805020110221,2.70805020110221
rendy2.txt,network,1,2.70805020110221,2.70805020110221
rendy2.txt,evaluasi,2,1.6094379124341003,3.2188758248682006
rendy2.txt,joko,1,2.70805020110221,2.70805020110221
rendy2.txt,widodo,1,2.70805020110221,2.70805020110221
rendy2.txt,bekal,1,2.0149030205422647,2.0149030205422647
rendy2.txt,jalan,5,0.5108256237659907,2.5541281188299534
rendy2.txt,tugas,1,0.9162907318741551,0.9162907318741551
rendy2.txt,subianto,1,1.3217558399823195,1.3217558399823195
rendy2.txt,rakabuming,1,2.70805020110221,2.70805020110221
rendy2.txt,raka,1,2.70805020110221,2.70805020110221
rendy2.txt,janji,1,2.0149030205422647,2.0149030205422647
rendy2.txt,tahan,1,2.0149030205422647,2.0149030205422647
rendy2.txt,siber,4,2.70805020110221,10.83220080440884
rendy2.txt,kuat,9,0.7621400520468967,6.859260468422071
rendy2.txt,lindung,6,1.0986122886681098,6.591673732008658
rendy2.txt,informasi,7,0.7621400520468967,5.334980364328277
rendy2.txt,negeri,3,1.3217558399823195,3.9652675199469583
rendy2.txt,program,3,2.0149030205422647,6.0447090616267936
rendy2.txt,asta,1,2.70805020110221,2.70805020110221
rendy2.txt,cita,1,1.6094379124341003,1.6094379124341003
rendy2.txt,usung,1,2.70805020110221,2.70805020110221
rendy2.txt,pimpin,1,1.6094379124341003,1.6094379124341003
rendy2.txt,poin,1,2.0149030205422647,2.0149030205422647
rendy2.txt,kait,2,1.6094379124341003,3.2188758248682006
rendy2.txt,sektor,1,1.3217558399823195,1.3217558399823195
rendy2.txt,gabung,1,1.6094379124341003,1.6094379124341003
rendy2.txt,pr,1,2.70805020110221,2.70805020110221
rendy2.txt,pasang,1,2.70805020110221,2.70805020110221
rendy2.txt,kembang,7,0.5108256237659907,3.5757793663619353
rendy2.txt,iring,1,1.3217558399823195,1.3217558399823195
rendy2.txt,cerdas,2,0.9162907318741551,1.8325814637483102
rendy2.txt,artifisial,2,2.70805020110221,5.41610040220442
rendy2.txt,dunia,1,0.6286086594223741,0.6286086594223741
rendy2.txt,kian,1,2.70805020110221,2.70805020110221
rendy2.txt,butuh,2,0.9162907318741551,1.8325814637483102
rendy2.txt,kualitas,4,1.0986122886681098,4.394449154672439
rendy2.txt,bantu,2,0.7621400520468967,1.5242801040937934
rendy2.txt,latih,2,2.0149030205422647,4.029806041084529
rendy2.txt,analis,1,1.0986122886681098,1.0986122886681098
rendy2.txt,kumpul,4,1.0986122886681098,4.394449154672439
rendy2.txt,tangkap,1,2.0149030205422647,2.0149030205422647
rendy2.txt,pola,1,1.6094379124341003,1.6094379124341003
rendy2.txt,prediksi,1,0.7621400520468967,0.7621400520468967
rendy2.txt,model,2,1.6094379124341003,3.2188758248682006
rendy2.txt,klinis,1,2.0149030205422647,2.0149030205422647
rendy2.txt,andal,2,1.6094379124341003,3.2188758248682006
rendy2.txt,relevan,1,1.6094379124341003,1.6094379124341003
rendy2.txt,digital,5,0.6286086594223741,3.1430432971118707
rendy2.txt,sedia,6,0.6286086594223741,3.7716519565342446
rendy2.txt,tingkat,6,0.6286086594223741,3.7716519565342446
rendy2.txt,pesat,1,1.6094379124341003,1.6094379124341003
rendy2.txt,manfaat,4,1.0986122886681098,4.394449154672439
rendy2.txt,rasa,1,2.0149030205422647,2.0149030205422647
rendy2.txt,akses,3,1.0986122886681098,3.295836866004329
rendy2.txt,masyarakat,6,0.9162907318741551,5.497744391244931
rendy2.txt,efektif,5,1.0986122886681098,5.493061443340549
rendy2.txt,efisien,2,1.3217558399823195,2.643511679964639
rendy2.txt,fondasi,1,2.70805020110221,2.70805020110221
rendy2.txt,awat,2,2.0149030205422647,4.029806041084529
rendy2.txt,individu,4,2.0149030205422647,8.059612082169059
rendy2.txt,lahir,1,2.0149030205422647,2.0149030205422647
rendy2.txt,inovasi,6,1.0986122886681098,6.591673732008658
rendy2.txt,medis,1,2.0149030205422647,2.0149030205422647
rendy2.txt,penting,2,1.3217558399823195,2.643511679964639
rendy2.txt,percaya,4,2.70805020110221,10.83220080440884
rendy2.txt,pasien,12,2.0149030205422647,24.178836246507174
rendy2.txt,bayang,1,2.70805020110221,2.70805020110221
rendy2.txt,dadak,1,2.70805020110221,2.70805020110221
rendy2.txt,lari,1,2.70805020110221,2.70805020110221
rendy2.txt,rumah,1,1.3217558399823195,1.3217558399823195
rendy2.txt,sakit,2,2.0149030205422647,4.029806041084529
rendy2.txt,hitung,1,1.6094379124341003,1.6094379124341003
rendy2.txt,detik,1,2.70805020110221,2.70805020110221
rendy2.txt,dokter,2,1.6094379124341003,3.2188758248682006
rendy2.txt,riwayat,2,2.70805020110221,5.41610040220442
rendy2.txt,lengkap,1,0.9162907318741551,0.9162907318741551
rendy2.txt,alergi,1,2.70805020110221,2.70805020110221
rendy2.txt,tes,1,2.0149030205422647,2.0149030205422647
rendy2.txt,rekomendasi,1,1.0986122886681098,1.0986122886681098
rendy2.txt,terapi,1,2.70805020110221,2.70805020110221
rendy2.txt,sesuai,4,0.9162907318741551,3.6651629274966204
rendy2.txt,kondisi,2,2.70805020110221,5.41610040220442
rendy2.txt,potong,1,2.70805020110221,2.70805020110221
rendy2.txt,adegan,1,2.70805020110221,2.70805020110221
rendy2.txt,film,1,2.0149030205422647,2.0149030205422647
rendy2.txt,fiksi,1,2.70805020110221,2.70805020110221
rendy2.txt,ilmiah,1,2.70805020110221,2.70805020110221
rendy2.txt,potret,1,2.70805020110221,2.70805020110221
rendy2.txt,milik,3,0.7621400520468967,2.2864201561406903
rendy2.txt,alas,1,2.0149030205422647,2.0149030205422647
rendy2.txt,hubung,1,1.6094379124341003,1.6094379124341003
rendy2.txt,standar,3,2.70805020110221,8.12415060330663
rendy2.txt,bukti,1,1.6094379124341003,1.6094379124341003
rendy2.txt,validasi,1,2.70805020110221,2.70805020110221
rendy2.txt,pelihara,1,2.70805020110221,2.70805020110221
rendy2.txt,privasi,6,1.6094379124341003,9.656627474604601
rendy2.txt,jamin,2,2.0149030205422647,4.029806041084529
rendy2.txt,guna,7,0.9162907318741551,6.414035123119086
rendy2.txt,etis,1,2.70805020110221,2.70805020110221
rendy2.txt,tiga,1,1.3217558399823195,1.3217558399823195
rendy2.txt,dukung,6,0.6286086594223741,3.7716519565342446
rendy2.txt,jenis,1,1.0986122886681098,1.0986122886681098
rendy2.txt,komprehensif,1,2.0149030205422647,2.0149030205422647
rendy2.txt,peran,2,1.3217558399823195,2.643511679964639
rendy2.txt,atas,1,1.6094379124341003,1.6094379124341003
rendy2.txt,potensi,5,0.9162907318741551,4.5814536593707755
rendy2.txt,salah,2,0.6286086594223741,1.2572173188447482
rendy2.txt,bias,1,2.0149030205422647,2.0149030205422647
rendy2.txt,rencana,2,0.9162907318741551,1.8325814637483102
rendy2.txt,cermat,1,2.70805020110221,2.70805020110221
rendy2.txt,identifikasi,1,2.0149030205422647,2.0149030205422647
rendy2.txt,minimal,1,2.70805020110221,2.70805020110221
rendy2.txt,baku,1,2.70805020110221,2.70805020110221
rendy2.txt,standardisasi,1,2.70805020110221,2.70805020110221
rendy2.txt,aplikasi,4,0.9162907318741551,3.6651629274966204
rendy2.txt,padu,2,2.70805020110221,5.41610040220442
rendy2.txt,lancar,1,2.0149030205422647,2.0149030205422647
