Dokumen,Term,TF,IDF,TF-IDF
rendy2.txt,giat,1,2.0149030205422647,2.0149030205422647
rendy2.txt,bagi,6,2.0149030205422647,12.089418123253587
rendy2.txt,teliti,5,2.0149030205422647,10.074515102711324
rendy2.txt,buat,2,0.5108256237659907,1.0216512475319814
rendy2.txt,bijak,3,1.0986122886681098,3.295836866004329
rendy2.txt,gilir,1,2.70805020110221,2.70805020110221
rendy2.txt,efisiensi,2,1.6094379124341003,3.2188758248682006
rendy2.txt,operasional,1,1.6094379124341003,1.6094379124341003
rendy2.txt,dorong,1,1.0986122886681098,1.0986122886681098
rendy2.txt,libat,6,1.3217558399823195,7.9305350398939165
rendy2.txt,buruk,2,2.70805020110221,5.41610040220442
rendy2.txt,risiko,3,1.3217558399823195,3.9652675199469583
rendy2.txt,timbul,1,1.3217558399823195,1.3217558399823195
rendy2.txt,ancam,2,1.6094379124341003,3.2188758248682006
rendy2.txt,serius,1,2.0149030205422647,2.0149030205422647
rendy2.txt,nyata,1,1.3217558399823195,1.3217558399823195
rendy2.txt,langgar,4,2.0149030205422647,8.059612082169059
rendy2.txt,insiden,1,2.70805020110221,2.70805020110221
rendy2.txt,tanggung,2,1.6094379124341003,3.2188758248682006
rendy2.txt,curi,1,2.70805020110221,2.70805020110221
rendy2.txt,rahasia,1,2.70805020110221,2.70805020110221
rendy2.txt,identitas,1,2.0149030205422647,2.0149030205422647
rendy2.txt,pribadi,2,1.6094379124341003,3.2188758248682006
rendy2.txt,hilang,1,2.0149030205422647,2.0149030205422647
rendy2.txt,publik,3,1.6094379124341003,4.828313737302301
rendy2.txt,sulit,1,2.70805020110221,2.70805020110221
rendy2.txt,fragmentasi,1,2.0149030205422647,2.0149030205422647
rendy2.txt,hambat,5,2.70805020110221,13.54025100551105
rendy2.txt,sebab,2,1.6094379124341003,3.2188758248682006
rendy2.txt,lambat,1,2.70805020110221,2.70805020110221
rendy2.txt,bahaya,1,2.70805020110221,2.70805020110221
rendy2.txt,selamat,1,2.70805020110221,2.70805020110221
rendy2.txt,lemah,1,2.70805020110221,2.70805020110221
rendy2.txt,bidang,2,0.9162907318741551,1.8325814637483102
rendy2.txt,situasi,1,1.6094379124341003,1.6094379124341003
rendy2.txt,krisis,1,2.70805020110221,2.70805020110221
rendy2.txt,upaya,3,1.3217558399823195,3.9652675199469583
rendy2.txt,tangan,4,1.6094379124341003,6.437751649736401
rendy2.txt,fase,1,2.70805020110221,2.70805020110221
rendy2.txt,pandemi,1,2.0149030205422647,2.0149030205422647
rendy2.txt,covid,1,2.0149030205422647,2.0149030205422647
rendy2.txt,atur,9,0.9162907318741551,8.246616586867397
rendy2.txt,akibat,1,1.3217558399823195,1.3217558399823195
rendy2.txt,bawa,1,1.0986122886681098,1.0986122886681098
rendy2.txt,hukum,2,2.0149030205422647,4.029806041084529
rendy2.txt,fasilitas,3,1.3217558399823195,3.9652675199469583
rendy2.txt,rugi,1,1.6094379124341003,1.6094379124341003
rendy2.txt,finansial,1,2.70805020110221,2.70805020110221
rendy2.txt,ajar,2,1.0986122886681098,2.1972245773362196
rendy2.txt,negara,4,1.0986122886681098,4.394449154672439
rendy2.txt,sukses,2,2.70805020110221,5.41610040220442
rendy2.txt,praktik,1,1.6094379124341003,1.6094379124341003
rendy2.txt,european,1,2.70805020110221,2.70805020110221
rendy2.txt,health,5,2.70805020110221,13.54025100551105
rendy2.txt,space,1,2.70805020110221,2.70805020110221
rendy2.txt,tekan,1,1.6094379124341003,1.6094379124341003
rendy2.txt,lintas,4,1.3217558399823195,5.287023359929278
rendy2.txt,batas,2,1.6094379124341003,3.2188758248682006
rendy2.txt,harmonis,1,2.70805020110221,2.70805020110221
rendy2.txt,tuju,1,0.9162907318741551,0.9162907318741551
rendy2.txt,daya,3,1.0986122886681098,3.295836866004329
rendy2.txt,kendali,1,2.0149030205422647,2.0149030205422647
rendy2.txt,inisiatif,1,2.0149030205422647,2.0149030205422647
rendy2.txt,cipta,1,0.5108256237659907,0.5108256237659907
rendy2.txt,sistem,8,0.6286086594223741,5.028869275378993
rendy2.txt,aman,7,0.9162907318741551,6.414035123119086
rendy2.txt,regulasi,1,1.6094379124341003,1.6094379124341003
rendy2.txt,research,1,2.0149030205422647,2.0149030205422647
rendy2.txt,inggris,1,2.70805020110221,2.70805020110221
rendy2.txt,kerangka,3,2.70805020110221,8.12415060330663
rendy2.txt,kerja,3,1.0986122886681098,3.295836866004329
rendy2.txt,amerika,1,1.3217558399823195,1.3217558399823195
rendy2.txt,serikat,1,1.3217558399823195,1.3217558399823195
rendy2.txt,as,1,2.0149030205422647,2.0149030205422647
rendy2.txt,insurance,1,2.70805020110221,2.70805020110221
rendy2.txt,portability,1,2.70805020110221,2.70805020110221
rendy2.txt,and,1,1.3217558399823195,1.3217558399823195
rendy2.txt,accountability,1,2.70805020110221,2.70805020110221
rendy2.txt,act,1,2.70805020110221,2.70805020110221
rendy2.txt,hipaa,1,2.70805020110221,2.70805020110221
rendy2.txt,jaga,1,1.6094379124341003,1.6094379124341003
rendy2.txt,sisi,1,1.6094379124341003,1.6094379124341003
rendy2.txt,baik,1,0.9162907318741551,0.9162907318741551
rendy2.txt,e,1,1.0986122886681098,1.0986122886681098
rendy2.txt,estonia,3,2.70805020110221,8.12415060330663
rendy2.txt,secondary,1,2.70805020110221,2.70805020110221
rendy2.txt,use,1,2.70805020110221,2.70805020110221
rendy2.txt,of,1,2.0149030205422647,2.0149030205422647
rendy2.txt,finlandia,3,2.70805020110221,8.12415060330663
rendy2.txt,depan,1,2.0149030205422647,2.0149030205422647
rendy2.txt,transparansi,2,2.70805020110221,5.41610040220442
rendy2.txt,mampu,3,1.3217558399823195,3.9652675199469583
rendy2.txt,tukar,4,2.70805020110221,10.83220080440884
rendy2.txt,wilayah,3,2.70805020110221,8.12415060330663
rendy2.txt,organisasi,2,2.0149030205422647,4.029806041084529
rendy2.txt,interoperabilitas,1,2.70805020110221,2.70805020110221
rendy2.txt,kontrol,1,1.6094379124341003,1.6094379124341003
rendy2.txt,pusat,1,1.3217558399823195,1.3217558399823195
rendy2.txt,teknologi,3,0.5108256237659907,1.5324768712979722
rendy2.txt,blockchain,1,1.6094379124341003,1.6094379124341003
rendy2.txt,izin,1,2.0149030205422647,2.0149030205422647
rendy2.txt,sekunder,1,2.70805020110221,2.70805020110221
rendy2.txt,riset,1,1.6094379124341003,1.6094379124341003
rendy2.txt,undang,4,1.6094379124341003,6.437751649736401
rendy2.txt,eropa,1,2.70805020110221,2.70805020110221
rendy2.txt,the,1,1.3217558399823195,1.3217558399823195
rendy2.txt,general,1,2.0149030205422647,2.0149030205422647
rendy2.txt,protection,1,2.70805020110221,2.70805020110221
rendy2.txt,regulation,1,2.0149030205422647,2.0149030205422647
rendy2.txt,gdpr,1,2.70805020110221,2.70805020110221
rendy2.txt,personal,1,1.6094379124341003,1.6094379124341003
rendy2.txt,bas,2,0.7621400520468967,1.5242801040937934
rendy2.txt,tantang,3,1.3217558399823195,3.9652675199469583
rendy2.txt,hadap,1,1.3217558399823195,1.3217558399823195
rendy2.txt,unik,1,2.0149030205422647,2.0149030205422647
rendy2.txt,terap,2,2.0149030205422647,4.029806041084529
rendy2.txt,duduk,1,2.0149030205422647,2.0149030205422647
rendy2.txt,agam,1,0.9162907318741551,0.9162907318741551
rendy2.txt,alam,1,0.7621400520468967,0.7621400520468967
rendy2.txt,variasi,1,2.70805020110221,2.70805020110221
rendy2.txt,kokoh,1,2.70805020110221,2.70805020110221
rendy2.txt,cakup,1,1.6094379124341003,1.6094379124341003
rendy2.txt,tetap,2,1.6094379124341003,3.2188758248682006
rendy2.txt,pedoman,2,2.70805020110221,5.41610040220442
rendy2.txt,etika,1,2.0149030205422647,2.0149030205422647
rendy2.txt,mekanisme,2,2.70805020110221,5.41610040220442
rendy2.txt,proses,1,0.6286086594223741,0.6286086594223741
rendy2.txt,audit,1,2.70805020110221,2.70805020110221
rendy2.txt,nomor,2,2.0149030205422647,4.029806041084529
rendy2.txt,uu,1,2.70805020110221,2.70805020110221
rendy2.txt,pdp,1,2.70805020110221,2.70805020110221
rendy2.txt,spesifik,2,1.6094379124341003,3.2188758248682006
rendy2.txt,fasiltas,1,2.70805020110221,2.70805020110221
rendy2.txt,koordinasi,1,2.70805020110221,2.70805020110221
rendy2.txt,menteri,5,1.0986122886681098,5.493061443340549
rendy2.txt,kemenkes,3,2.70805020110221,8.12415060330663
rendy2.txt,tera,1,2.70805020110221,2.70805020110221
rendy2.txt,pp,2,1.6094379124341003,3.2188758248682006
rendy2.txt,no,1,2.70805020110221,2.70805020110221
rendy2.txt,protokol,1,2.70805020110221,2.70805020110221
rendy2.txt,rinci,1,2.70805020110221,2.70805020110221
rendy2.txt,kriteria,1,2.0149030205422647,2.0149030205422647
rendy2.txt,detail,1,2.70805020110221,2.70805020110221
rendy2.txt,transfer,1,2.70805020110221,2.70805020110221
rendy2.txt,selaras,1,2.0149030205422647,2.0149030205422647
rendy2.txt,internasional,2,1.6094379124341003,3.2188758248682006
rendy2.txt,serta,2,1.3217558399823195,2.643511679964639
rendy2.txt,pandu,2,1.6094379124341003,3.2188758248682006
rendy2.txt,komputasi,2,2.0149030205422647,4.029806041084529
rendy2.txt,awan,2,2.70805020110221,5.41610040220442
rendy2.txt,big,1,2.70805020110221,2.70805020110221
rendy2.txt,awas,1,1.3217558399823195,1.3217558399823195
rendy2.txt,cegah,1,2.70805020110221,2.70805020110221
rendy2.txt,satusehat,1,2.70805020110221,2.70805020110221
rendy2.txt,mang,1,2.0149030205422647,2.0149030205422647
rendy2.txt,investasi,1,2.0149030205422647,2.0149030205422647
rendy2.txt,infrastruktur,1,2.0149030205422647,2.0149030205422647
rendy2.txt,teknis,1,1.6094379124341003,1.6094379124341003
rendy2.txt,platform,1,0.9162907318741551,0.9162907318741551
rendy2.txt,banyak,1,2.0149030205422647,2.0149030205422647
rendy2.txt,daerah,2,1.6094379124341003,3.2188758248682006
rendy2.txt,internet,1,1.0986122886681098,1.0986122886681098
rendy2.txt,tahap,2,2.0149030205422647,4.029806041084529
rendy2.txt,kota,3,1.6094379124341003,4.828313737302301
rendy2.txt,kalah,1,1.6094379124341003,1.6094379124341003
rendy2.txt,manusia,1,0.6286086594223741,0.6286086594223741
rendy2.txt,titik,1,2.70805020110221,2.70805020110221
rendy2.txt,rentan,1,2.70805020110221,2.70805020110221
rendy2.txt,bocor,1,2.70805020110221,2.70805020110221
rendy2.txt,ada,1,2.70805020110221,2.70805020110221
rendy2.txt,manajemen,2,1.6094379124341003,3.2188758248682006
rendy2.txt,literasi,1,2.70805020110221,2.70805020110221
rendy2.txt,jalin,1,2.70805020110221,2.70805020110221
rendy2.txt,mitra,1,2.70805020110221,2.70805020110221
rendy2.txt,kaya,1,1.6094379124341003,1.6094379124341003
rendy2.txt,wawas,1,1.6094379124341003,1.6094379124341003
rendy2.txt,strategi,2,2.70805020110221,5.41610040220442
rendy2.txt,korporasi,2,2.0149030205422647,4.029806041084529
rendy2.txt,edukasi,1,1.6094379124341003,1.6094379124341003
rendy2.txt,putar,1,2.0149030205422647,2.0149030205422647
rendy2.txt,pikir,1,1.0986122886681098,1.0986122886681098
rendy2.txt,patuh,1,2.70805020110221,2.70805020110221
rendy2.txt,tambah,2,1.0986122886681098,2.1972245773362196
rendy2.txt,biaya,2,2.0149030205422647,4.029806041084529
rendy2.txt,signifikan,1,1.3217558399823195,1.3217558399823195
rendy2.txt,langkah,2,1.6094379124341003,3.2188758248682006
rendy2.txt,sumber,1,1.3217558399823195,1.3217558399823195
rendy2.txt,kolaborasi,1,2.0149030205422647,2.0149030205422647
rendy2.txt,strategis,2,1.6094379124341003,3.2188758248682006
rendy2.txt,jebak,1,2.70805020110221,2.70805020110221
rendy2.txt,ulang,1,2.0149030205422647,2.0149030205422647
rendy2.txt,cepat,2,0.6286086594223741,1.2572173188447482
rendy2.txt,wujud,2,1.0986122886681098,2.1972245773362196
rendy2.txt,revolusi,1,2.0149030205422647,2.0149030205422647
rendy2.txt,stuktur,1,2.70805020110221,2.70805020110221
rendy2.txt,bentuk,2,0.9162907318741551,1.8325814637483102
rendy2.txt,otoritas,1,2.70805020110221,2.70805020110221
rendy2.txt,nasional,2,1.6094379124341003,3.2188758248682006
rendy2.txt,komite,1,2.70805020110221,2.70805020110221
rendy2.txt,lembaga,1,1.0986122886681098,1.0986122886681098
rendy2.txt,laksana,1,2.0149030205422647,2.0149030205422647
rendy2.txt,implementation,1,2.70805020110221,2.70805020110221
rendy2.txt,roadmap,1,2.70805020110221,2.70805020110221
rendy2.txt,konkret,1,2.70805020110221,2.70805020110221
rendy2.txt,ukur,1,2.0149030205422647,2.0149030205422647
rendy2.txt,proyek,1,2.70805020110221,2.70805020110221
rendy2.txt,coba,1,1.0986122886681098,1.0986122886681098
rendy2.txt,pilot,1,2.70805020110221,2.70805020110221
rendy2.txt,project,1,2.70805020110221,2.70805020110221
rendy2.txt,lanjut,2,1.6094379124341003,3.2188758248682006
rendy2.txt,sempurna,1,2.0149030205422647,2.0149030205422647
rendy2.txt,laku,1,2.0149030205422647,2.0149030205422647
rendy2.txt,startup,1,2.70805020110221,2.70805020110221
rendy2.txt,lokal,1,1.6094379124341003,1.6094379124341003
rendy2.txt,solusi,1,2.70805020110221,2.70805020110221
rendy2.txt,inovatif,1,2.70805020110221,2.70805020110221
rendy2.txt,cost,1,2.70805020110221,2.70805020110221
rendy2.txt,effective,1,2.70805020110221,2.70805020110221
rendy2.txt,usaha,1,1.6094379124341003,1.6094379124341003
rendy2.txt,swasta,2,2.0149030205422647,4.029806041084529
rendy2.txt,telemedicine,2,2.70805020110221,5.41610040220442
rendy2.txt,transformasi,2,1.3217558399823195,2.643511679964639
rendy2.txt,regulatory,2,2.70805020110221,5.41610040220442
rendy2.txt,sandbox,3,2.70805020110221,8.12415060330663
rendy2.txt,april,1,1.3217558399823195,1.3217558399823195
rendy2.txt,regulartory,1,2.70805020110221,2.70805020110221
rendy2.txt,nilai,1,0.9162907318741551,0.9162907318741551
rendy2.txt,unit,1,2.70805020110221,2.70805020110221
rendy2.txt,bisnis,1,1.0986122886681098,1.0986122886681098
rendy2.txt,alur,1,2.70805020110221,2.70805020110221
rendy2.txt,luas,2,1.3217558399823195,2.643511679964639
rendy2.txt,komunikasi,1,1.3217558399823195,1.3217558399823195
rendy2.txt,prioritas,1,2.0149030205422647,2.0149030205422647
rendy2.txt,tuberkulosis,1,2.70805020110221,2.70805020110221
rendy2.txt,kunci,1,1.0986122886681098,1.0986122886681098
rendy2.txt,perata,1,2.70805020110221,2.70805020110221
rendy2.txt,pencil,1,2.70805020110221,2.70805020110221
rendy2.txt,penuh,1,1.6094379124341003,1.6094379124341003
rendy2.txt,buka,1,1.0986122886681098,1.0986122886681098
rendy2.txt,komitmen,1,1.3217558399823195,1.3217558399823195
rendy3.txt,peran,6,1.3217558399823195,7.9305350398939165
rendy3.txt,cerdas,23,0.9162907318741551,21.074686833105567
rendy3.txt,buat,22,0.5108256237659907,11.238163722851796
rendy3.txt,artificial,14,1.3217558399823195,18.504581759752472
rendy3.txt,intelligence,11,1.3217558399823195,14.539314239805515
rendy3.txt,didik,15,1.3217558399823195,19.826337599734792
rendy3.txt,dahulu,1,2.70805020110221,2.70805020110221
rendy3.txt,teknologi,22,0.5108256237659907,11.238163722851796
rendy3.txt,ai,17,0.9162907318741551,15.576942441860638
rendy3.txt,alami,1,0.9162907318741551,0.9162907318741551
rendy3.txt,kembang,12,0.5108256237659907,6.129907485191889
rendy3.txt,masif,1,2.70805020110221,2.70805020110221
rendy3.txt,hadir,3,0.7621400520468967,2.2864201561406903
rendy3.txt,fitur,4,2.0149030205422647,8.059612082169059
rendy3.txt,fungsi,2,1.3217558399823195,2.643511679964639
rendy3.txt,tampil,1,2.0149030205422647,2.0149030205422647
rendy3.txt,dampak,1,1.3217558399823195,1.3217558399823195
rendy3.txt,aspek,1,1.3217558399823195,1.3217558399823195
rendy3.txt,hidup,4,1.3217558399823195,5.287023359929278
rendy3.txt,manusia,11,0.6286086594223741,6.914695253646115
rendy3.txt,kecuali,1,2.0149030205422647,2.0149030205422647
rendy3.txt,luger,2,2.70805020110221,5.41610040220442
rendy3.txt,stubblefield,2,2.70805020110221,5.41610040220442
rendy3.txt,ambil,2,1.6094379124341003,3.2188758248682006
rendy3.txt,giat,4,2.0149030205422647,8.059612082169059
rendy3.txt,ajar,44,1.0986122886681098,48.33894070139683
rendy3.txt,sekolah,7,2.70805020110221,18.95635140771547
rendy3.txt,guru,18,2.0149030205422647,36.26825436976076
rendy3.txt,mulianingsih,1,2.70805020110221,2.70805020110221
rendy3.txt,dkk,3,2.70805020110221,8.12415060330663
rendy3.txt,primer,1,2.70805020110221,2.70805020110221
rendy3.txt,tumbuh,1,1.3217558399823195,1.3217558399823195
rendy3.txt,implikasi,1,2.70805020110221,2.70805020110221
rendy3.txt,eksplisit,1,2.70805020110221,2.70805020110221
rendy3.txt,kerja,3,1.0986122886681098,3.295836866004329
rendy3.txt,bicara,1,2.0149030205422647,2.0149030205422647
rendy3.txt,fair,1,2.70805020110221,2.70805020110221
rendy3.txt,sepenuh,1,2.70805020110221,2.70805020110221
rendy3.txt,era,4,1.0986122886681098,4.394449154672439
rendy3.txt,kompetitif,1,2.70805020110221,2.70805020110221
rendy3.txt,lembaga,1,1.0986122886681098,1.0986122886681098
rendy3.txt,terap,5,2.0149030205422647,10.074515102711324
rendy3.txt,seyogyanya,1,2.70805020110221,2.70805020110221
rendy3.txt,manfaat,8,1.0986122886681098,8.788898309344878
rendy3.txt,lahir,1,2.0149030205422647,2.0149030205422647
rendy3.txt,mudah,3,1.0986122886681098,3.295836866004329
rendy3.txt,siswa,19,2.70805020110221,51.45295382094199
rendy3.txt,tjahyanti,2,2.70805020110221,5.41610040220442
rendy3.txt,aplikasi,5,0.9162907318741551,4.5814536593707755
rendy3.txt,media,2,2.0149030205422647,4.029806041084529
rendy3.txt,otomatis,2,1.6094379124341003,3.2188758248682006
rendy3.txt,tugas,7,0.9162907318741551,6.414035123119086
rendy3.txt,umpan,1,2.70805020110221,2.70805020110221
rendy3.txt,pilih,2,1.0986122886681098,2.1972245773362196
rendy3.txt,materi,3,2.0149030205422647,6.0447090616267936
rendy3.txt,sesuai,3,0.9162907318741551,2.7488721956224653
rendy3.txt,selaras,1,2.0149030205422647,2.0149030205422647
rendy3.txt,kurikulum,1,2.70805020110221,2.70805020110221
rendy3.txt,butuh,4,0.9162907318741551,3.6651629274966204
rendy3.txt,erti,1,2.70805020110221,2.70805020110221
rendy3.txt,intellegence,3,2.70805020110221,8.12415060330663
rendy3.txt,ahli,1,1.6094379124341003,1.6094379124341003
rendy3.txt,sehinggan,1,2.70805020110221,2.70805020110221
rendy3.txt,pesat,1,1.6094379124341003,1.6094379124341003
rendy3.txt,h,4,2.0149030205422647,8.059612082169059
rendy3.txt,a,7,2.70805020110221,18.95635140771547
rendy3.txt,simon,2,2.70805020110221,5.41610040220442
rendy3.txt,klaim,1,2.70805020110221,2.70805020110221
rendy3.txt,bidang,4,0.9162907318741551,3.6651629274966204
rendy3.txt,komputer,4,1.6094379124341003,6.437751649736401
rendy3.txt,unggul,1,2.0149030205422647,2.0149030205422647
rendy3.txt,knight,1,2.70805020110221,2.70805020110221
rendy3.txt,rich,1,2.70805020110221,2.70805020110221
rendy3.txt,tuju,4,0.9162907318741551,3.6651629274966204
rendy3.txt,cabang,1,2.70805020110221,2.70805020110221
rendy3.txt,ilmu,1,1.3217558399823195,1.3217558399823195
rendy3.txt,pandang,3,1.3217558399823195,3.9652675199469583
rendy3.txt,upaya,1,1.3217558399823195,1.3217558399823195
rendy3.txt,bangun,1,1.0986122886681098,1.0986122886681098
rendy3.txt,cipta,2,0.5108256237659907,1.0216512475319814
rendy3.txt,perangkat,2,1.6094379124341003,3.2188758248682006
rendy3.txt,lunak,1,1.6094379124341003,1.6094379124341003
rendy3.txt,robot,1,2.0149030205422647,2.0149030205422647
rendy3.txt,bantu,6,0.7621400520468967,4.5728403122813805
rendy3.txt,rutinitas,1,2.70805020110221,2.70805020110221
rendy3.txt,hari,1,2.0149030205422647,2.0149030205422647
rendy3.txt,mesin,1,1.3217558399823195,1.3217558399823195
rendy3.txt,pintar,3,2.0149030205422647,6.0447090616267936
rendy3.txt,harap,1,1.0986122886681098,1.0986122886681098
rendy3.txt,pecah,2,1.6094379124341003,3.2188758248682006
rendy3.txt,kompleks,1,1.3217558399823195,1.3217558399823195
rendy3.txt,kalkulator,1,2.70805020110221,2.70805020110221
rendy3.txt,hitung,2,1.6094379124341003,3.2188758248682006
rendy3.txt,cepat,3,0.6286086594223741,1.8858259782671223
rendy3.txt,rasa,1,2.0149030205422647,2.0149030205422647
rendy3.txt,milik,5,0.7621400520468967,3.8107002602344835
rendy3.txt,lepas,1,2.0149030205422647,2.0149030205422647
rendy3.txt,guna,8,0.9162907318741551,7.330325854993241
rendy3.txt,faktor,1,1.6094379124341003,1.6094379124341003
rendy3.txt,apa,1,2.70805020110221,2.70805020110221
rendy3.txt,nilai,1,0.9162907318741551,0.9162907318741551
rendy3.txt,ubah,5,1.3217558399823195,6.608779199911598
rendy3.txt,ulang,1,2.0149030205422647,2.0149030205422647
rendy3.txt,kali,1,1.6094379124341003,1.6094379124341003
rendy3.txt,rugi,1,1.6094379124341003,1.6094379124341003
rendy3.txt,adopsi,1,1.6094379124341003,1.6094379124341003
rendy3.txt,fakta,1,2.0149030205422647,2.0149030205422647
rendy3.txt,lelah,1,2.70805020110221,2.70805020110221
rendy3.txt,terus,1,2.70805020110221,2.70805020110221
rendy3.txt,sistem,6,0.6286086594223741,3.7716519565342446
rendy3.txt,serap,2,2.70805020110221,5.41610040220442
rendy3.txt,masuk,1,1.3217558399823195,1.3217558399823195
rendy3.txt,simpang,1,2.70805020110221,2.70805020110221
rendy3.txt,program,2,2.0149030205422647,4.029806041084529
rendy3.txt,bahas,2,1.6094379124341003,3.2188758248682006
rendy3.txt,mandiri,7,1.3217558399823195,9.252290879876236
rendy3.txt,orang,4,0.7621400520468967,3.048560208187587
rendy3.txt,tua,3,1.3217558399823195,3.9652675199469583
rendy3.txt,screening,1,2.70805020110221,2.70805020110221
rendy3.txt,minat,1,1.6094379124341003,1.6094379124341003
rendy3.txt,bakat,1,2.70805020110221,2.70805020110221
rendy3.txt,anak,18,1.6094379124341003,28.969882423813804
rendy3.txt,istimewa,1,2.70805020110221,2.70805020110221
rendy3.txt,terampil,10,2.0149030205422647,20.149030205422648
rendy3.txt,usia,1,2.0149030205422647,2.0149030205422647
rendy3.txt,muda,1,1.6094379124341003,1.6094379124341003
rendy3.txt,salah,3,0.6286086594223741,1.8858259782671223
rendy3.txt,kontrol,2,1.6094379124341003,3.2188758248682006
rendy3.txt,pantau,4,2.0149030205422647,8.059612082169059
rendy3.txt,kenal,2,1.0986122886681098,2.1972245773362196
rendy3.txt,istilah,1,1.6094379124341003,1.6094379124341003
rendy3.txt,zimmerman,3,2.70805020110221,8.12415060330663
rendy3.txt,proaktif,1,2.70805020110221,2.70805020110221
rendy3.txt,mampu,2,1.3217558399823195,2.643511679964639
rendy3.txt,mental,1,2.0149030205422647,2.0149030205422647
rendy3.txt,akademik,1,1.6094379124341003,1.6094379124341003
rendy3.txt,pikir,2,1.0986122886681098,2.1972245773362196
rendy3.txt,asa,1,2.70805020110221,2.70805020110221
rendy3.txt,capai,2,0.9162907318741551,1.8325814637483102
rendy3.txt,atur,3,0.9162907318741551,2.7488721956224653
rendy3.txt,rumah,1,1.3217558399823195,1.3217558399823195
rendy3.txt,orangtua,2,2.70805020110221,5.41610040220442
rendy3.txt,fasilitas,1,1.3217558399823195,1.3217558399823195
rendy3.txt,navigasi,2,2.70805020110221,5.41610040220442
rendy3.txt,laju,1,2.70805020110221,2.70805020110221
rendy3.txt,paham,4,1.3217558399823195,5.287023359929278
rendy3.txt,kelola,2,0.9162907318741551,1.8325814637483102
rendy3.txt,batas,1,1.6094379124341003,1.6094379124341003
rendy3.txt,nyata,2,1.3217558399823195,2.643511679964639
rendy3.txt,lapang,1,2.70805020110221,2.70805020110221
rendy3.txt,beda,3,1.3217558399823195,3.9652675199469583
rendy3.txt,hasil,2,0.6286086594223741,1.2572173188447482
rendy3.txt,akademis,1,2.70805020110221,2.70805020110221
rendy3.txt,sempat,1,2.70805020110221,2.70805020110221
rendy3.txt,eksplorasi,1,2.0149030205422647,2.0149030205422647
rendy3.txt,praktek,1,2.70805020110221,2.70805020110221
rendy3.txt,dukung,5,0.6286086594223741,3.1430432971118707
rendy3.txt,digital,8,0.6286086594223741,5.028869275378993
rendy3.txt,informal,1,2.70805020110221,2.70805020110221
rendy3.txt,youtube,1,1.6094379124341003,1.6094379124341003
rendy3.txt,instagram,1,2.0149030205422647,2.0149030205422647
rendy3.txt,tiktok,1,2.70805020110221,2.70805020110221
rendy3.txt,bebas,3,2.70805020110221,8.12415060330663
rendy3.txt,akibat,1,1.3217558399823195,1.3217558399823195
rendy3.txt,produktif,2,2.70805020110221,5.41610040220442
rendy3.txt,formal,1,2.70805020110221,2.70805020110221
rendy3.txt,e,2,1.0986122886681098,2.1972245773362196
rendy3.txt,book,1,2.70805020110221,2.70805020110221
rendy3.txt,video,5,1.6094379124341003,8.047189562170502
rendy3.txt,animasi,1,2.70805020110221,2.70805020110221
rendy3.txt,hadap,1,1.3217558399823195,1.3217558399823195
rendy3.txt,kendali,3,2.0149030205422647,6.0447090616267936
rendy3.txt,porsi,1,2.70805020110221,2.70805020110221
rendy3.txt,biasa,1,2.0149030205422647,2.0149030205422647
rendy3.txt,tekan,1,1.6094379124341003,1.6094379124341003
rendy3.txt,peluang,1,2.0149030205422647,2.0149030205422647
rendy3.txt,bekal,1,2.0149030205422647,2.0149030205422647
rendy3.txt,awas,1,1.3217558399823195,1.3217558399823195
rendy3.txt,evaluasi,1,1.6094379124341003,1.6094379124341003
rendy3.txt,rangka,2,2.70805020110221,5.41610040220442
rendy3.txt,tata,2,1.0986122886681098,2.1972245773362196
rendy3.txt,bijak,2,1.0986122886681098,2.1972245773362196
rendy3.txt,efektif,3,1.0986122886681098,3.295836866004329
rendy3.txt,hubung,1,1.6094379124341003,1.6094379124341003
rendy3.txt,bias,1,2.0149030205422647,2.0149030205422647
rendy3.txt,pusat,1,1.3217558399823195,1.3217558399823195
rendy3.txt,gali,2,2.70805020110221,5.41610040220442
rendy3.txt,olah,2,2.70805020110221,5.41610040220442
rendy3.txt,informasi,9,0.7621400520468967,6.859260468422071
rendy3.txt,alat,5,1.3217558399823195,6.608779199911598
rendy3.txt,timbul,1,1.3217558399823195,1.3217558399823195
rendy3.txt,tanggung,1,1.6094379124341003,1.6094379124341003
rendy3.txt,kumpul,1,1.0986122886681098,1.0986122886681098
rendy3.txt,data,5,0.6286086594223741,3.1430432971118707
rendy3.txt,proses,3,0.6286086594223741,1.8858259782671223
rendy3.txt,algoritma,1,1.6094379124341003,1.6094379124341003
rendy3.txt,daya,1,1.0986122886681098,1.0986122886681098
rendy3.txt,kuat,1,0.7621400520468967,0.7621400520468967
rendy3.txt,maksimal,1,2.0149030205422647,2.0149030205422647
rendy3.txt,adaptasi,3,2.70805020110221,8.12415060330663
rendy3.txt,situasi,1,1.6094379124341003,1.6094379124341003
rendy3.txt,sosial,2,1.3217558399823195,2.643511679964639
rendy3.txt,bawa,1,1.0986122886681098,1.0986122886681098
rendy3.txt,ruang,4,1.6094379124341003,6.437751649736401
rendy3.txt,kelas,6,2.70805020110221,16.24830120661326
rendy3.txt,kolaborasi,3,2.0149030205422647,6.0447090616267936
rendy3.txt,cari,4,1.3217558399823195,5.287023359929278
rendy3.txt,mahir,1,2.70805020110221,2.70805020110221
